id,review,sentiment
840,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
841,Brother lebih hemat listrik dibanding Epson.,Negatif
842,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
843,Epson lebih mudah dirawat dibanding kompetitor.,Positif
844,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
845,Printer Epson punya banyak pilihan tinta yang murah.,Positif
846,Canon dan Epson memiliki kelebihan masing-masing.,Netral
847,"Printer ini sering macet, saya kecewa.",Negatif
848,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
849,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
850,Brother lebih hemat listrik dibanding Epson.,Negatif
851,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
852,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
853,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
854,Saya kecewa dengan layanan garansi dari Epson.,Negatif
855,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
856,Printer Epson lebih hemat tinta dibanding HP.,Positif
857,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
858,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
859,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
860,"HP lebih murah, tapi Epson lebih awet.",Positif
861,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
862,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
863,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
864,Brother lebih hemat listrik dibanding Epson.,Negatif
865,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
866,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
867,Epson terlalu mahal dibanding kompetitor.,Negatif
868,Epson lebih mudah dirawat dibanding kompetitor.,Positif
869,Printer Epson ini sangat bagus dan awet.,Positif
870,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
871,Epson terlalu mahal dibanding kompetitor.,Negatif
872,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
873,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
874,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
875,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
876,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
877,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
878,Printer Epson ini sangat bagus dan awet.,Positif
879,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
880,Epson lebih ramah lingkungan dibanding printer lain.,Positif
881,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
882,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
883,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
884,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
885,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
886,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
887,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
888,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
889,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
890,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
891,Printer Epson lebih hemat tinta dibanding HP.,Positif
892,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
893,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
894,Saya kecewa dengan layanan garansi dari Epson.,Negatif
895,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
896,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
897,"Printer ini sering macet, saya kecewa.",Negatif
898,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
899,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
900,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
901,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
902,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
903,Printer Epson ini sangat bagus dan awet.,Positif
904,Printer Epson lebih hemat tinta dibanding HP.,Positif
905,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
906,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
907,"Printer ini sering macet, saya kecewa.",Negatif
908,"Printer ini sering macet, saya kecewa.",Negatif
909,"HP lebih murah, tapi Epson lebih awet.",Positif
910,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
911,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
912,Printer ini punya masalah dengan kecepatan cetak.,Negatif
913,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
914,Brother lebih hemat listrik dibanding Epson.,Negatif
915,Canon lebih awet dibanding Epson.,Negatif
916,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
917,"Printer ini sering macet, saya kecewa.",Negatif
918,Epson lebih mudah dirawat dibanding kompetitor.,Positif
919,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
920,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
921,Epson lebih mudah dirawat dibanding kompetitor.,Positif
922,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
923,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
924,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
925,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
926,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
927,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
928,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
929,Epson lebih mudah dirawat dibanding kompetitor.,Positif
930,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
931,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
932,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
933,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
934,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
935,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
936,Epson lebih ramah lingkungan dibanding printer lain.,Positif
937,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
938,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
939,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
940,Printer Epson lebih hemat tinta dibanding HP.,Positif
941,Epson lebih ramah lingkungan dibanding printer lain.,Positif
942,HP punya desain yang lebih kompak dibanding Epson.,Negatif
943,Printer ini punya masalah dengan kecepatan cetak.,Negatif
944,HP punya desain yang lebih kompak dibanding Epson.,Negatif
945,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
946,Canon lebih awet dibanding Epson.,Negatif
947,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
948,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
949,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
950,Epson lebih mudah dirawat dibanding kompetitor.,Positif
951,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
952,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
953,Brother lebih hemat listrik dibanding Epson.,Negatif
954,Printer ini punya masalah dengan kecepatan cetak.,Negatif
955,Canon lebih awet dibanding Epson.,Negatif
956,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
957,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
958,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
959,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
960,Saya kecewa dengan layanan garansi dari Epson.,Negatif
961,Canon lebih awet dibanding Epson.,Negatif
962,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
963,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
964,Saya kecewa dengan layanan garansi dari Epson.,Negatif
965,Epson lebih mudah dirawat dibanding kompetitor.,Positif
966,Printer ini punya masalah dengan kecepatan cetak.,Negatif
967,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
968,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
969,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
970,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
971,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
972,Printer ini punya masalah dengan kecepatan cetak.,Negatif
973,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
974,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
975,Epson lebih mudah dirawat dibanding kompetitor.,Positif
976,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
977,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
978,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
979,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
980,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
981,Saya kecewa dengan layanan garansi dari Epson.,Negatif
982,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
983,Saya kecewa dengan layanan garansi dari Epson.,Negatif
984,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
985,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
986,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
987,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
988,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
989,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
990,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
991,"HP lebih murah, tapi Epson lebih awet.",Positif
992,Printer Epson ini sangat bagus dan awet.,Positif
993,Epson terlalu mahal dibanding kompetitor.,Negatif
994,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
995,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
996,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
997,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
998,Printer ini punya masalah dengan kecepatan cetak.,Negatif
999,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1000,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1001,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1002,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1003,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
1004,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1005,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1006,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
1007,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1008,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1009,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
1010,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1011,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1012,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1013,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1014,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1015,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1016,Printer Epson ini sangat bagus dan awet.,Positif
1017,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1018,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1019,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1020,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1021,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1022,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1023,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1024,Epson terlalu mahal dibanding kompetitor.,Negatif
1025,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1026,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1027,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1028,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1029,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1030,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1031,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1032,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1033,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1034,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1035,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1036,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1037,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1038,Printer Epson lebih hemat tinta dibanding HP.,Positif
1039,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1040,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1041,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1042,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1043,"HP lebih murah, tapi Epson lebih awet.",Positif
1044,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1045,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1046,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1047,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1048,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1049,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1050,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1051,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1052,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1053,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1054,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1055,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
1056,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1057,Canon lebih awet dibanding Epson.,Negatif
1058,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1059,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1060,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1061,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
1062,Brother lebih hemat listrik dibanding Epson.,Negatif
1063,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1064,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1065,Brother lebih hemat listrik dibanding Epson.,Negatif
1066,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1067,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1068,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1069,"HP lebih murah, tapi Epson lebih awet.",Positif
1070,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1071,Brother lebih hemat listrik dibanding Epson.,Negatif
1072,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1073,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1074,Epson terlalu mahal dibanding kompetitor.,Negatif
1075,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1076,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1077,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1078,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1079,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1080,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1081,Printer Epson ini sangat bagus dan awet.,Positif
1082,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1083,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1084,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1085,"HP lebih murah, tapi Epson lebih awet.",Positif
1086,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1087,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1088,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1089,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1090,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1091,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1092,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1093,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1094,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
1095,Epson terlalu mahal dibanding kompetitor.,Negatif
1096,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
1097,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1098,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1099,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
1100,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1101,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1102,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1103,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
1104,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1105,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1106,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1107,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1108,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1109,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1110,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1111,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1112,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1113,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1114,Brother lebih hemat listrik dibanding Epson.,Negatif
1115,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1116,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1117,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1118,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1119,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1120,Brother lebih hemat listrik dibanding Epson.,Negatif
1121,Printer Epson ini sangat bagus dan awet.,Positif
1122,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1123,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
1124,Printer Epson cepat panas saat mencetak banyak dokumen.,Negatif
1125,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1126,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1127,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1128,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1129,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1130,Epson terlalu mahal dibanding kompetitor.,Negatif
1131,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
1132,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1133,Harga printer Epson terlalu tinggi dibanding HP.,Negatif
1134,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1135,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1136,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1137,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1138,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1139,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1140,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1141,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
1142,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1143,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1144,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1145,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1146,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1147,Brother lebih hemat listrik dibanding Epson.,Negatif
1148,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1149,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1150,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1151,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1152,Brother lebih hemat listrik dibanding Epson.,Negatif
1153,"Printer ini sering macet, saya kecewa.",Negatif
1154,"Saya senang dengan hasil cetak Epson, warnanya sangat hidup.",Positif
1155,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1156,Saya lebih memilih Epson karena kehandalannya dalam jangka panjang.,Positif
1157,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1158,Epson terlalu mahal dibanding kompetitor.,Negatif
1159,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1160,Epson memiliki layanan purna jual yang lebih baik dari Brother.,Positif
1161,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1162,"HP lebih murah, tapi Epson lebih awet.",Positif
1163,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1164,"Saya suka hasil cetak Epson, tapi harganya lumayan mahal.",Netral
1165,Epson terlalu mahal dibanding kompetitor.,Negatif
1166,Epson memberikan hasil cetak yang konsisten dibanding HP.,Positif
1167,HP punya desain yang lebih kompak dibanding Epson.,Negatif
1168,Canon lebih awet dibanding Epson.,Negatif
1169,Canon lebih bagus dari Epson dalam mencetak warna.,Negatif
1170,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1171,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1172,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1173,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1174,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1175,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1176,"Saya menggunakan Epson selama 5 tahun, masih bekerja dengan baik.",Positif
1177,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1178,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1179,"Printer ini sering macet, saya kecewa.",Negatif
1180,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1181,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1182,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1183,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1184,Printer Epson punya banyak pilihan tinta yang murah.,Positif
1185,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1186,Epson terlalu mahal dibanding kompetitor.,Negatif
1187,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1188,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1189,Printer Epson lebih hemat tinta dibanding HP.,Positif
1190,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1191,"Dibandingkan dengan HP, Epson lebih irit tinta.",Positif
1192,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1193,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1194,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1195,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1196,Epson lebih ramah lingkungan dibanding printer lain.,Positif
1197,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1198,"Printer Brother lebih murah, tapi Epson lebih tahan lama.",Positif
1199,"Saya mencoba HP dan Epson, kualitas keduanya hampir sama.",Netral
1200,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1201,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1202,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1203,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1204,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1205,Printer ini punya masalah dengan kecepatan cetak.,Negatif
1206,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1207,Canon dan Epson memiliki kelebihan masing-masing.,Netral
1208,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1209,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1210,Epson lebih mudah dirawat dibanding kompetitor.,Positif
1211,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1212,Saya lebih suka Canon karena kualitas warna lebih tajam.,Negatif
1213,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1214,Canon lebih awet dibanding Epson.,Negatif
1215,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1216,"Printer ini sering macet, saya kecewa.",Negatif
1217,Epson terlalu mahal dibanding kompetitor.,Negatif
1218,"HP lebih murah, tapi Epson lebih awet.",Positif
1219,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1220,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1221,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1222,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1223,Epson lebih baik dalam cetakan hitam putih dibanding kompetitor.,Positif
1224,"Epson punya banyak fitur, tapi harganya sedikit lebih mahal dari HP.",Netral
1225,"Saya mencoba Epson dan Canon, Epson lebih stabil.",Positif
1226,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1227,Xerox lebih cepat dalam mencetak dokumen besar dibanding Epson.,Negatif
1228,Canon memiliki lebih banyak opsi printer dibanding Epson.,Negatif
1229,Epson punya teknologi baru yang membuat tinta lebih irit.,Positif
1230,Epson terlalu mahal dibanding kompetitor.,Negatif
1231,"Kualitas cetak Epson sangat tajam, lebih baik dari kompetitor.",Positif
1232,Kualitas kertas yang digunakan juga mempengaruhi hasil cetakan.,Netral
1233,Canon lebih cepat dalam mencetak foto dibanding Epson.,Negatif
1234,Printer Epson lebih hemat tinta dibanding HP.,Positif
1235,Printer HP sering mengalami masalah koneksi Wi-Fi.,Positif
1236,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1237,Brother lebih hemat listrik dibanding Epson.,Negatif
1238,Canon lebih awet dibanding Epson.,Negatif
1239,Printer HP lebih mahal tapi kualitasnya sama saja dengan Epson.,Netral
1240,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1241,Dukungan teknis Epson lebih baik dibanding Canon.,Positif
1242,Canon lebih awet dibanding Epson.,Negatif
1243,"Saya puas dengan kualitas Epson, lebih baik dari printer lain yang pernah saya pakai.",Positif
1244,Canon lebih awet dibanding Epson.,Negatif
1245,Brother memiliki konektivitas yang lebih baik dari Epson.,Negatif
1246,Epson unggul dalam efisiensi tinta dibanding Canon.,Positif
1247,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
1248,Saya kecewa dengan layanan garansi dari Epson.,Negatif
1249,Epson lebih baik untuk cetak foto dibanding kompetitor.,Positif
1250,Brother lebih baik untuk cetak dokumen teks dibanding Epson.,Negatif
1251,"Saya kecewa dengan printer ini, kualitas cetakannya jelek.",Negatif
